name,date_iso,amount_usd_millions,round,category,category_group,sector,lead_investors,other_investors,source,valuation_usd_millions,chains,defillama_id
B3i,2018-03-01,6.69,Seed,,,B3i is a technology company with an ambition to see the market deliver better insurance enabled by frictionless risk transfer.,,,,,,
Akselos,2021-10-01,2.1,Seed,,,Akselos is empowering citizens around the world enabling democratic tools and platforms.,,,,,,
Animoca Brands,2015-12-01,3.4,Post-IPO Equity,Gaming,"NFT, Gaming & Metaverse",Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,,,,,,
Staging Labs,2023-03-15,1.1,Preseed,,,Security Saferoot,,"NGC Ventures, The General Partnership, Gaingels, Flourish Ventures, AlphaGrep, ConsenSys, Coinbase Ventures, Anchorage Digital, Chainanalysis, Quicknode, Merkle Science, Mistral Venture Partners, Anwar Jeffrey, David Au-Yeung",https://twitter.com/BetaKit/status/1636754644524204032?s=20,,,
Yeet,2025-03-18,7.75,Seed,Gaming,"NFT, Gaming & Metaverse",Yeet is a crypto-native online casino and sportsbook that blends traditional gaming with Web3 culture,Dragonfly Capital,"Primitive Ventures, Mirana Ventures, Comfy Capital, LambdaClass",https://x.com/yeet/status/1902031026752287151,,,
EthosX,2023-12-13,1.8,Private,DEX,,decentralized derivatives trading platform,,"Y Combinator, Franklin Templeton, Ascensive Assets, Emurgo Ventures, Stacker VC, Sudo Research, Token Metrics Ventures, Cogitent Ventures, Asymmetry VC, Upsparks VC, Austen Allred, MH Ventures, Global DeVC, Crypto Times",https://chainwire.org/2023/12/13/ethosx-secures-1-8-million-in-fundraise-from-top-investors/,,,
Cenoa,2023-02-06,7.0,Seed,DeFi,DeFi & CeFi,Non-custodial wallet offering access to staking products,Quiet Capital,"Human Capital, Ulu Ventures, Acrew Capital, Collective Spark",https://fintech.global/2023/02/06/singaporean-super-wallet-cenoa-bags-7m/,,Ethereum,
Megaton Finance,2023-03-20,1.5,Seed,DeFi,DeFi & CeFi,AMM-based DEX protocol to actively utilize the assets on the TON Network,TONcoin.fund,,https://twitter.com/ExchangeNews/status/1637768209888862210,,TON,2540
Cartesi,2018-03-01,0.1,Angel Round,Infrastructure,Web3 Infrastructure & Tools,Cartesi is a developer of a Linux infrastructure designed for scalable decentralized applications.,,Serguei Popov,,,,
NFTPort,2022-06-16,26.0,Series A,,,,,,https://twitter.com/nftport_xyz/status/1536990410966450176,,,
Alchemy,2019-04-17,18.9,,Infrastructure,Web3 Infrastructure & Tools,Alchemy is a developer platform that helps companies to build reliable decentralized applications.,,,,,,
Amnis Finance,2024-09-18,2.0,,DeFi,DeFi & CeFi,Liquid Staking on Aptos,"OKX Ventures, Borderless Capital","Aptos Labs, SkyVision Capital, Chorus One Ventures, Old Fashion Research, Re7 Captial, Flowdesk, Gate Ventures",https://x.com/AmnisFinance/status/1836410336423088505,,,3667
Sanctum,2024-04-03,6.1,Seed+,Infrastructure,Web3 Infrastructure & Tools,LST infrastructure,Dragonfly Capital,"BOOGLE, davijlu, deni_ersht, kelxyz, mrgnalt, Michael Laine, Retired Chad Dev",https://x.com/sanctumso/status/1775539432978022518,,,parent#sanctum
Afterparty,2021-11-03,3.0,Seed,,,"Afterparty is a technology company that builds web3 platform for artists, musicians, collectors, and creators.",,"Acrew Capital, Act One Ventures, Alex Kassan, Brandon Lee, Craig Clemens, David Bonano, Dylan Lee, Hex Capital, LAUNCH, Palm Tree Crew, Red Light Management, TenOneTen Ventures",,,,
LydianCoin,2017-10-10,10.0,ICO,,,The First A.I. Big Data Marketing Cloud for Blockchain.,,,,,,
Applied Blockchain,2020-04-27,2.48,Seed,CeFi,DeFi & CeFi,Applied Blockchain builds private and secure business applications,QBN Capital,,,,,
AMBBi,2024-01-21,,Strategic,BRC20,,BRC20 inscriptions,,,https://x.com/ChainwirePR/status/1748948597482082549,,Bitcoin,
Arch,2024-08-22,5.0,Seed,CeFi,DeFi & CeFi,crypto backed loans,"Morgan Creek Digital, Castle Island Ventures","Galaxy, BitGo",https://x.com/ArchLending/status/1826616983195906452,,,
Algorand,2019-06-19,60.0,ICO,L1,Base Layers & Scaling,"Algorand is a scalable, secure and decentralized digital currency and transactions platform.",,,https://www.coindesk.com/markets/2019/06/19/algorand-raises-60-million-in-token-sale/,,,chain#algorand
Graph Blockchain,2021-03-23,7.94,Post-IPO Equity,Analytics,"AI, Analytics & Data","Graph Blockchain is an Altcoin and DeFi company offering solutions for data management, business intelligence, and data analytics.",,,,,,
Stardust,2020-07-31,1.0,Seed,Metaverse,"NFT, Gaming & Metaverse",Stardust is a Software Platform for games building in the metaverse,,"11 11 Ventures, Blockchain Capital, CMT Digital, Fulgur Ventures, Multicoin Capital",,,,
Sorare,2021-02-25,48.63,Series A,NFT,"NFT, Gaming & Metaverse","Sorare is a global fantasy football game where players can buy, trade, and play with official digital cards.",,"Accel, Alexis Ohanian, Antoine Griezmann, Benchmark, Gary Vaynerchuk, Headline, Rio Ferdinand",,,,
AlgoTrader,2020-01-08,3.8,Series A,Trading,DeFi & CeFi,AlgoTrader is the global leader in institutional trading technology for digital assets covering the entire trade lifecycle.,,"Blockchain Valley Ventures, Credit Suisse Entrepreneur Capital Ltd, NeueCapital Partners, Verve Ventures",,,,
MYX Finance,2023-06-01,0.5,Pre-Seed,Trading,DeFi & CeFi,A decentralized derivatives protocol with a Matching Pool Mechanism,D11 Labs,,https://x.com/MYX_Finance/status/1729479613674590224,,,4319
Locked Money,2024-10-03,1.1,Seed & Private,DeFi,DeFi & CeFi,a trustless digital asset management solution,,,https://x.com/Examine_Crypto/status/1842022509623099413,,,
N3TWORK,2015-02-18,5.0,Series B,Gaming,"NFT, Gaming & Metaverse","Creating, publishing, and scaling the very best in mobile games.","Eniac Ventures, Floodgate",,,,,
Taiko,2023-06-08,22.0,Seed,L2,Base Layers & Scaling,"A decentralized, Ethereum-equivalent ZK-Rollup","Sequoia Capital China, Generative Ventures","IOSG Ventures, GGV Capital, GSR, Patricio Worthalter, Tim Beiko, Anthony Sassano, BAI Capital, KuCoin Ventures, Mirana Ventures, OKX Ventures, Skyland Ventures, Token Bay Capital, worthalter, MH Ventures",https://twitter.com/taikoxyz/status/1666787914221780994,,Ethereum,
Coinsquare,2021-02-11,56.4,Corporate Round,Trading,DeFi & CeFi,"Coinsquare is a cryptocurrency trading platform for trading Bitcoin, Ethereum, XRP, and other digital currencies.",Mogo,,,,,
IPwe,2020-11-01,3.98,Series A,Infrastructure,Web3 Infrastructure & Tools,"IPwe is a global platform leveraging the power of AI, predictive analytics & blockchain technology around smart intangible asset management.",,,,,,
LuminaDEX,2023-08-23,,Strategic,DEX,,"hybrid permissioned and permissionless DEX, with KYC built-in",,"Mina Foundation, Jump Crypto, Big Brain Holdings, O(1) Labs",https://twitter.com/LuminaDEX/status/1694383856105988296,,Mina,
Elliptic,2020-02-13,5.0,Series B,Infrastructure,Web3 Infrastructure & Tools,Elliptic makes cryptocurrency transaction activity more transparent and accountable.,Wells Fargo Strategic Capital,,,,,
Biconomy,2021-07-28,9.0,,,,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,,"Bain Capital Crypto, Chorus One Ventures, Coinbase Ventures, CoinFund, Digital Asset Capital Management, Eden Block, Genblock Capital, High Naut Capital, Huobi, LedgerPrime, Mechanism Capital, Morningstar Ventures, NFX, Prabhakar Reddy, Primitive Ventures, Proof Group, Rarestone Capital",,,,
Liquorice,2024-07-29,1.2,Pre-Seed,Infrastructure,Web3 Infrastructure & Tools,infrastructure application for intent based systems,Greenfield Capital,"Polymorphic Capital, L2 Iterative Ventures, HASH CIB",https://x.com/LiquoriceHQ/status/1817957705195360552,,Ethereum,
Flint Labs,2022-01-26,5.1,,DeFi,DeFi & CeFi,"Crypto Investment App which offers passive income generating opportunities in the crypto market for users with moderate risk profiles who are not active traders

Read more at:
https://economictimes.indiatimes.com/tech/funding/crypto-investment-platform-flint-bags-5-1-million-in-funding-led-by-sequoia-india-global-founders/articleshow/89110369.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst","Sequoia Capital India, Global Founders Capital","Coinbase Ventures, Better Capital, Antler, MSA Capital",https://economictimes.indiatimes.com/tech/funding/crypto-investment-platform-flint-bags-5-1-million-in-funding-led-by-sequoia-india-global-founders/articleshow/89110369.cms,,"Mantle, Linea",
Braintrust,2021-12-09,100.0,ICO,Web3,,Braintrust is a blockchain-powered freelancer marketplace that connects skilled tech experts with clients.,,"Blockchange Ventures, Coatue, HashKey, Tiger Global, True Ventures",,,,
SharkPay,2016-05-04,0.25,Seed,Payments,DeFi & CeFi,"SharkPay is an innovative, easy-to-use payment gateway that accepts over 20 different methods, including cryptocurrencies like Bitcoin.",Sequoia Capital,,,,,
Topos Network,2018-11-10,0.5,Pre-Seed,,,The Borderless Bank of Migrants,,,,,,
Pentagon Games,2024-08-08,6.0,Seed,Gaming,"NFT, Gaming & Metaverse",web3 game developer,,"Animoca Brands, Binance Labs, HyperEdge, NFX, Polygon Ventures, Republic, The Spartan Group, Tess Ventures, YGG Fund",https://x.com/PentagonGamesXP/status/1821583507602510243,,,
Gold Bits Coin,2017-02-01,50.0,ICO,,,Gold Bits Coin is a mode of payments for online shopping and at merchants for goods and services.GBC is the Modern Day Gold of this industry,,,,,,
RateS,2021-02-22,5.5,Series A,,,Rate is a social commerce startup focused on Tier-2/3 cities in rural Indonesia.,,"Genesis Alternative Ventures, Vertex Ventures Southeast Asia & India",,,,
Intuition,2025-06-17,0.9,Public token sale,Infrastructure,Web3 Infrastructure & Tools,Intuition is an Ethereum-based attestation protocol harnessing the wisdom of the crowds to create an open knowledge and reputation graph,,,https://x.com/legiondotcc/status/1934953357900464450,,"Base, Ethereum",5086
Tenderly,2022-03-02,40.0,Series B,,,Developer Platform,Spark Capital,"Eric Ries, Abstract Ventures, Accel, Jinglian Wang, Guillermo Rauch, Coinbase Ventures, Tihomir Bajic, Point Nine",https://twitter.com/TenderlyApp/status/1499023109613146112,,,
TabTrader,2021-11-24,5.8,Series A,Trading,DeFi & CeFi,TabTrader is the mobile crypto trading terminal.,,"100x Ventures, Artesian VC, Hashkey Capital, SGH CAPITAL, SOSV, Spartan Capital",,,,
Canyon Network,2024-10-17,6.0,Private Round,Oracle,,Onchain AI Oracle,,"DeData Technologies, Fission Capital, DAO Ventures, Vinci Labs",https://x.com/canyon_labs/status/1846839063565029559,60.0,,
NodeGo,2025-02-10,8.0,,AI,"AI, Analytics & Data",a pioneering provider of decentralized AI computing infrastructure,Hash Capital,,https://www.yourerie.com/business/press-releases/ein-presswire/784281443/nodego-raises-8m-to-scale-decentralized-ai-infrastructure-and-power-the-future-of-computing/,,,
Pocket Worlds,2021-01-28,7.0,Series A,Metaverse,"NFT, Gaming & Metaverse",Pocket Worlds is a metaverse firm that uses games to bring people together.,,"BITKRAFT Ventures, BoxGroup, Everblue Management, GFR Fund, Oliver Miao, Sweet Capital",,,,
Yakoa,2022-11-15,4.8,Equity,NFT,"NFT, Gaming & Metaverse",NFT fraud detection,"Brevan Howard Digital, Volt Capital, Collab+Currency","AllianceDAO, Uniswap Labs Ventures, OrangeDAO, Time Zero Capital, Sunset Ventures",https://twitter.com/TheBlock__/status/1592548408677568512,,,
Narwhal Finance,2023-05-22,,Strategic,,,decentralized cross-market perpetual trading platform,Animoca Ventures,Hailstone Ventures,https://cointelegraph.com/press-releases/narwhal-finance-closing-the-strategic-round-of-funding-at-25m-valuation,25.0,"BSC, Arbitrum",3258
B2C2,2017-11-01,5.0,Series A,Trading,DeFi & CeFi,B2C2 is the trading firm of choice in the institutional crypto markets.,,,,,,
Wanderers,2022-11-29,2.0,Seed,NFT,"NFT, Gaming & Metaverse",Web3 scifi game,"Animoca Brands, GameFi Ventures",,https://twitter.com/wanderers_nft/status/1597228876056313856,,,
Euphoria,2025-08-07,7.5,Pre-Seed & Seed,DeFi,DeFi & CeFi,"Euphoria, a mobile-first crypto derivatives trading app","Karatage, Figment, Robot Ventures","Bankless Ventures, Hash3, First Commit, Comfy Capital, Kosmos Ventures",https://x.com/Euphoria_fi/status/1953497174227984518,,,
Sweet,2018-01-01,5.77,Series A,NFT,"NFT, Gaming & Metaverse",Powering the NFT Blockchain Digital Collectibles Revolution.,,,,,,
PayCommerce,2016-09-18,22.0,Series B,,,PayCommerce offers a private cloud based global payment network enabling cross border payments and global collections capabilities.,Tritium Partners,,,,,
BlocPal International Inc.,2021-07-09,3.58,Series E,,,BlocPal is a digital transaction solutions provider delivering a suite of integrated financial services and applications to our partners.,,,,,,
Polymarket,2024-05-14,25.0,Series A,DeFi,DeFi & CeFi,Polymarket is a platform for speculators to wager on the world's most hotly contested topics.,General Catalyst,,https://www.coindesk.com/business/2024/05/14/peter-thiels-founders-fund-vitalik-buterin-back-45m-investment-in-polymarket,,"Ethereum, Polygon",711
iComply Investor Services Inc.,2017-12-04,1.26,Pre-Seed,Infrastructure,Web3 Infrastructure & Tools,iComply Investor Services (iComply) is an award-winning software company focused on reducing regulatory friction in financial markets.,"Conrad Whelan, Deven Sharma",,,,,
Particle,2024-01-11,,Seed,DeFi,DeFi & CeFi,Leverage AMM (LAMM) protocol,Polychain Capital,"Nascent, Inflection, Neon DAO, Arthur Hayes, Naveen Jain, DCF God, Sam Williams, Kalos, Richard Ma, Palmer, vxCozy",https://x.com/particle_trade/status/1745458012096213193,,,parent#particle
Loyyal,2017-12-20,2.3,Series A,,,Loyyal is a loyalty and rewards platform that brings interoperability to the currently fragmented industry.,,,,,,
Abound,2025-03-27,14.0,,Payments,DeFi & CeFi,Abound is a cross-border remittance and rewards super app tailored for Indian Americans in the U.S. Backed by The Times of India Group,,"Circle Ventures, NEAR Foundation, Times Internet",https://x.com/joinabound/status/1905246652136620249,,,
Minds,2018-10-22,6.0,Series A,,,Minds is an open source social network on a mission to reward creators and elevate global discourse through Internet freedom.,Medici Ventures,,,,,
Solidus Labs,2021-05-24,20.0,Series A,,,Solidus Labs is a crypto-tracking company that provides tailored compliance and risk monitoring solutions for digital assets.,,"645 Ventures, Aleksandr Yampolskiy, Alex Acree, Avon Ventures, Daniel Gorfine, David Krell, Evolution Equity Partners, FTX, Hanaco Venture Capital, J. Christopher Giancarlo, Jeff Fagnan, Marc Epstein, Naval Ravikant, Sam Kassoumeh, Troy Paredes",,,,
Ethena,2024-03-08,,Private,DeFi,DeFi & CeFi,synthetic dollar protocol built on Ethereum,Binance Labs,,https://x.com/BinanceLabs/status/1766011339665821736,,Ethereum,parent#ethena
Umoja,2024-01-09,2.0,Seed,DeFi,DeFi & CeFi,Move Like Smart Money. Transform market chaos into opportunity with tokens that autonomously trade & optimize yields,,"Blizzard Fund, Blockchain Builders Fund, Hyperithm, Orange DAO, Psalion, Quantstamp",https://twitter.com/UmojaProtocol/status/1750287539947110595,,,
Flexa,2019-04-11,14.1,ICO,CeFi,DeFi & CeFi,Blockchain Payments,,"1kx, Access Industries, Nima Capital, Pantera Capital",https://twitter.com/Cointelegraph/status/1116443476466520065,,Ethereum,143
BestSign,2018-03-05,15.75,Series B,,,"BestSign is the industry's leading online electronic signature, electronic contract signing and electronic signature cloud service platform.",,"5Y Capital, DCM Ventures, Matrix Partners China, Shunwei Capital, WPS Office",,,,
Bizzy Labs,2018-01-10,2.39,Post-IPO Equity,,,"Bizzy is an innovator in the jobs market with a video led (the Bizzy ATS) and a blockchain concept (""Apply with Bizzy""",,,,,,
Partior,2024-11-27,20.0,Strategic,Payments,DeFi & CeFi,"Partior is a decentralized platform enabling real-time, secure, and scalable cross-border payments and settlements, addressing inefficiencies with a unified ledger and broad interoperability",Deutsche Bank,,https://www.partior.com/news-and-insights/partior-welcomes-deutsche-bank-as-strategic-investor,,,
Conflux,2023-03-01,10.0,Strategic,L1,Base Layers & Scaling,PoW/PoS Hybrid Blockchain,DWF Labs,,https://twitter.com/conflux_network/status/1630832297313464322,,,chain#conflux
Cysic,2023-02-17,6.0,Seed,,,Hardware accelerating zero-knowledge proof.,Polychain Capital,"HashKey, ABCDE, SNZ Holding, web3.com",https://twitter.com/cysic_xyz/status/1626606685782507521,,,
Blockport,2018-01-15,1.23,ICO,,,"Blockport is a social crypto exchange, based on a hybrid-decentralized architecture.",,,,,,
Koinify,2014-09-23,1.0,Seed,,,"Koinify is a platform that fuels the decentralized economy revolution, with blockchain and smart contract technology.",,"Brock Pierce, IDG Capital, Z-Park Fund",,,,
Doubler,2024-01-30,,Seed,DeFi,DeFi & CeFi,Investment strategy protocol,Youbi Capital,"Bixin Ventures, Mask Network, Comma3 Ventures, Continue Capital, Sanyuan Capital, Waterdrip Capital, DWF Ventures, Gate Labs, Formless Capital, Momentum Capital, CatcherVC",https://x.com/doubler_pro/status/1752309562412339453,,,
